2020-01-10T21:00:14.780Z,6.49,1.13,"16km S of Trona, CA"
2020-01-10T20:58:37.670Z,6.72,0.75,"22km ESE of Little Lake, CA"
2020-01-10T20:52:27.827Z,99.9,1.3,"70km W of Anchor Point, Alaska"
2020-01-10T20:48:03.784Z,33.14,4.9,"43km SW of Ovalle, Chile"
2020-01-10T20:14:58.990Z,2.36,0.57,"7km NW of The Geysers, CA"
2020-01-10T20:11:40.412Z,93.2,1.8,"45km NW of Anchor Point, Alaska"
2020-01-10T20:10:15.075Z,9.8,0.9,"44km W of Alamo, Nevada"
2020-01-10T20:06:40.929Z,13.05,5.5,"53km S of Lakatoro, Vanuatu"
2020-01-10T20:05:02.810Z,14.01,2.07,"70km ENE of Old Faithful Geyser, Wyoming"
2020-01-10T20:03:19.075Z,80.7,2.5,"54km W of Talkeetna, Alaska"
2020-01-10T19:57:40.160Z,3.13,-0.16,"51km SSW of Redoubt Volcano, Alaska"
2020-01-10T19:57:19.240Z,4.79,1.08,"18km S of Trona, CA"
2020-01-10T19:56:10.465Z,9.3,0.1,"64km W of Alamo, Nevada"
2020-01-10T19:52:58.775Z,11.5,1,"32km WNW of Alamo, Nevada"
2020-01-10T19:44:27.830Z,5.43,1.14,"16km S of Searles Valley, CA"
2020-01-10T19:30:18.360Z,2.81,0.83,"21km E of Little Lake, CA"
2020-01-10T19:21:55.640Z,2.72,0.81,"21km ESE of Bodfish, CA"
2020-01-10T19:21:54.900Z,2.3,0.29,"6km N of Mojave, CA"
2020-01-10T19:15:58.480Z,2.33,0.28,"11km NE of Aguanga, CA"
2020-01-10T19:15:23.680Z,12,2.75,"3km S of Indios, Puerto Rico"
2020-01-10T19:10:36.050Z,9.75,0.72,"16km ESE of Little Lake, CA"
2020-01-10T19:10:25.570Z,34.03,1.89,"8km E of Pahala, Hawaii"
2020-01-10T19:03:48.810Z,9,3.15,"2km WSW of Indios, Puerto Rico"
2020-01-10T18:59:35.550Z,13.58,0.53,"16km ESE of Little Lake, CA"
2020-01-10T18:57:56.760Z,4,3.4,"16km SSE of Guanica, Puerto Rico"
2020-01-10T18:54:51.578Z,7.6,-0.5,"48km ESE of Beatty, Nevada"
2020-01-10T18:29:51.270Z,4.49,0.85,"5km NE of Coso Junction, CA"
2020-01-10T18:29:17.675Z,0.4,2.2,"32km NW of Valdez, Alaska"
2020-01-10T18:28:25.172Z,18.8,1.2,"17km W of Redoubt Volcano, Alaska"
2020-01-10T18:01:38.140Z,6.45,0.9,"23km N of Ridgecrest, CA"
2020-01-10T17:55:07.790Z,7.86,1.96,"21km N of Ridgecrest, CA"
2020-01-10T17:44:30.090Z,8,3.49,"6km SW of Guanica, Puerto Rico"
2020-01-10T17:43:38.910Z,9.44,1.22,"14km WSW of Searles Valley, CA"
2020-01-10T17:34:32.279Z,0,1.6,"38km ENE of Cantwell, Alaska"
2020-01-10T17:30:16.030Z,2.36,1.68,"21km ESE of Bodfish, CA"
2020-01-10T17:27:46.253Z,85.3,1.4,"41km SSE of Redoubt Volcano, Alaska"
2020-01-10T17:19:01.780Z,4.85,1.29,"11km SSW of Searles Valley, CA"
2020-01-10T17:18:17.830Z,7.81,1.21,"14km WSW of Searles Valley, CA"
2020-01-10T17:16:40.805Z,25.82,4.8,"193km N of Tobelo, Indonesia"
2020-01-10T17:14:47.815Z,24.4,1,"38km ESE of Sutton-Alpine, Alaska"
2020-01-10T17:14:24.970Z,11.63,1.62,"1km SE of Compton, CA"
2020-01-10T17:13:23.724Z,34.6,1.7,"62km E of Sutton-Alpine, Alaska"
2020-01-10T17:09:55.800Z,5.02,1.61,"20km NW of Tehachapi, CA"
2020-01-10T16:56:18.620Z,2.9,0.75,"18km W of Searles Valley, CA"
2020-01-10T16:47:47.728Z,7.4,1.9,"57km ESE of Cape Yakataga, Alaska"
2020-01-10T16:32:31.407Z,119.28,5,"26km ENE of Luganville, Vanuatu"
2020-01-10T16:28:59.140Z,15.5,0.73,"6km S of Idyllwild, CA"
2020-01-10T16:25:24.100Z,9.71,0.82,"13km ENE of Little Lake, CA"
2020-01-10T16:25:08.450Z,1.7,0.97,"3km SW of Anderson Springs, CA"
2020-01-10T16:23:53.629Z,6.9,0.8,"18km ENE of Hawthorne, Nevada"
2020-01-10T16:18:36.190Z,2.59,1.89,"43km ENE of Squaw Valley, CA"
2020-01-10T16:16:03.857Z,31.2,2,"34km SSE of Cordova, Alaska"
2020-01-10T16:09:55.260Z,-0.37,1.47,"1km NNE of The Geysers, CA"
2020-01-10T16:04:20.655Z,6.5,-0.1,"11km S of Mogul, Nevada"
2020-01-10T16:00:05.858Z,52.69,4.8,"60km SSW of Puerto El Triunfo, El Salvador"
2020-01-10T15:59:01.700Z,2.33,0.56,"7km NW of The Geysers, CA"
2020-01-10T15:57:50.180Z,6.8,1.5,"13km ENE of Ridgecrest, CA"
2020-01-10T15:46:49.090Z,2.17,1.17,"12km NE of Coso Junction, CA"
2020-01-10T15:45:24.960Z,6.18,0.87,"5km NW of The Geysers, CA"
2020-01-10T15:22:58.870Z,5.12,0.83,"10km NE of Aguanga, CA"
2020-01-10T15:22:51.460Z,10,3.2,"2km WSW of Indios, Puerto Rico"
2020-01-10T15:21:21.284Z,10,5.4,"109km SW of San Patricio, Mexico"
2020-01-10T15:21:10.947Z,7.6,1.8,"83km S of King Salmon, Alaska"
2020-01-10T15:06:36.129Z,39.8,4.9,"278km W of Saumlaki, Indonesia"
2020-01-10T14:59:58.820Z,36.43,2.24,"4km SE of Pahala, Hawaii"
2020-01-10T14:55:25.790Z,38.22,2.07,"4km ESE of Pahala, Hawaii"
2020-01-10T14:55:01.420Z,2.21,0.31,"14km W of Toms Place, CA"
2020-01-10T14:42:35.637Z,14,1.6,"73km S of King Salmon, Alaska"
2020-01-10T14:42:07.120Z,2.87,0.55,"6km NNW of The Geysers, CA"
2020-01-10T14:27:52.030Z,14.03,0.67,"7km S of Idyllwild, CA"
2020-01-10T14:21:08.810Z,0.09,1.76,"3km WSW of Volcano, Hawaii"
2020-01-10T14:07:56.088Z,37.1,1.6,"18km SSE of Sterling, Alaska"
2020-01-10T14:02:46.730Z,16.17,0.69,"1km SW of Loma Linda, CA"
2020-01-10T13:59:23.250Z,7.62,1.58,"21km ESE of Little Lake, CA"
2020-01-10T13:54:28.020Z,10,3.28,"6km SE of Maria Antonia, Puerto Rico"
2020-01-10T13:44:29.180Z,0.7,-0.49,"98km SE of King Salmon, Alaska"
2020-01-10T13:43:44.280Z,3.27,0.88,"16km NNE of Ridgecrest, CA"
2020-01-10T13:36:24.530Z,8.26,0.36,"17km ESE of Little Lake, CA"
2020-01-10T13:33:08.933Z,136.1,2.2,"82km E of Old Iliamna, Alaska"
2020-01-10T13:23:24.360Z,14,3.16,"5km SSE of Indios, Puerto Rico"
2020-01-10T13:12:12.600Z,7.39,0.6,"21km ESE of Little Lake, CA"
2020-01-10T13:05:54.362Z,10.2,1.3,"30km ESE of Big Pine, California"
2020-01-10T13:00:22.690Z,7.51,1.59,"21km ESE of Little Lake, CA"
2020-01-10T12:39:31.790Z,20.08,0.97,"13km NNE of Banning, CA"
2020-01-10T12:32:42.577Z,75.7,1.5,"28km W of Kenai, Alaska"
2020-01-10T12:31:14.042Z,5.4,0.7,"56km NE of Lone Pine, California"
2020-01-10T12:19:55.430Z,4.03,1.51,"11km NNW of Cholame, CA"
2020-01-10T12:18:19.350Z,0.27,1.21,"26km WNW of Cedar City, Utah"
2020-01-10T12:10:31.976Z,10,4.1,"Chukotskiy Avtonomnyy Okrug, Russia"
2020-01-10T12:07:19.290Z,3.69,1.02,"12km ENE of Ridgecrest, CA"
2020-01-10T12:06:28.070Z,15.94,0.81,"4km SW of Idyllwild, CA"
2020-01-10T11:55:25.635Z,100.2,1.5,"36km WNW of Cantwell, Alaska"
2020-01-10T11:53:49.290Z,1.37,1.01,"21km SSE of Old Faithful Geyser, Wyoming"
2020-01-10T11:52:19.790Z,4.74,0.5,"10km NE of Aguanga, CA"
2020-01-10T11:51:50.080Z,2.46,1.45,"26km WNW of Enoch, Utah"
2020-01-10T11:42:49.370Z,15.1,2.48,"18km SW of Ferndale, CA"
2020-01-10T11:42:19.250Z,4.3,1.01,"13km SW of Searles Valley, CA"
2020-01-10T11:38:49.480Z,3.33,2.44,"15km NNE of Coalinga, CA"
2020-01-10T11:36:09.270Z,5.21,0.56,"10km NE of Aguanga, CA"
2020-01-10T11:18:39.490Z,1.01,0.56,"7km NW of The Geysers, CA"
2020-01-10T11:14:36.746Z,1.3,1.7,"119km NNW of Talkeetna, Alaska"
2020-01-10T11:09:45.440Z,4.54,1.46,"12km ENE of Ridgecrest, CA"
2020-01-10T11:07:34.540Z,9,2.18,"2km SSW of Guanica, Puerto Rico"
2020-01-10T11:03:27.210Z,1.63,0.76,"7km NW of The Geysers, CA"
2020-01-10T10:59:10.689Z,54.5,4.6,"44km SE of Ishigaki, Japan"
2020-01-10T10:57:37.650Z,-0.34,0.79,"42km ENE of Adak, Alaska"
2020-01-10T10:47:22.290Z,7.25,0.96,"9km NNW of Borrego Springs, CA"
2020-01-10T10:45:10.240Z,11,2.21,"8km SSW of Indios, Puerto Rico"
2020-01-10T10:41:51.230Z,8,2.59,"11km SE of Guanica, Puerto Rico"
2020-01-10T10:40:58.767Z,1.2,-0.1,"47km E of Beatty, Nevada"
2020-01-10T10:28:25.280Z,35.11,1.86,"6km SSE of Pahala, Hawaii"
2020-01-10T10:22:16.160Z,15.64,0.27,"9km S of Idyllwild, CA"
2020-01-10T10:20:43.940Z,3.03,0.53,"11km NE of Aguanga, CA"
2020-01-10T10:14:34.180Z,13,2.32,"4km SSW of Indios, Puerto Rico"
2020-01-10T10:14:12.010Z,0.85,0.97,"7km NW of The Geysers, CA"
2020-01-10T10:12:52.250Z,6.84,1.32,"10km N of Stroud, Oklahoma"
2020-01-10T10:10:48.795Z,483.36,4.5,"226km WNW of Chichi-shima, Japan"
2020-01-10T10:10:01.740Z,8,3.33,"11km S of Guanica, Puerto Rico"
2020-01-10T10:09:07.960Z,1.71,0.71,"35km N of Beaver, Utah"
2020-01-10T09:58:51.870Z,6.91,1.04,"5km SSW of Chino, CA"
2020-01-10T09:56:09.550Z,3.73,0.7,"8km E of Cloverdale, CA"
2020-01-10T09:43:58.590Z,16,2.5,"0km SSE of Magas Arriba, Puerto Rico"
2020-01-10T09:37:14.950Z,14,1.71,"2km NW of Indios, Puerto Rico"
2020-01-10T09:33:34.220Z,12,1.66,"9km S of Indios, Puerto Rico"
2020-01-10T09:24:05.470Z,14,2.2,"0km SW of Magas Arriba, Puerto Rico"
2020-01-10T09:16:31.030Z,31,2.3,"24km SW of Larsen Bay, Alaska"
2020-01-10T09:15:14.330Z,11,2.72,"7km SSW of Indios, Puerto Rico"
2020-01-10T09:14:17.070Z,9.15,1.19,"14km SSW of Searles Valley, CA"
2020-01-10T09:14:04.250Z,9,1.52,"6km SSE of Tallaboa, Puerto Rico"
2020-01-10T09:11:51.498Z,69.4,1.5,"52km W of Willow, Alaska"
2020-01-10T09:08:42.640Z,18.23,2.69,"10km SE of Livermore, CA"
2020-01-10T09:04:25.001Z,63.9,1.6,"50km SSW of Cantwell, Alaska"
2020-01-10T08:41:11.642Z,10,4.4,"1km SSE of Maria Antonia, Puerto Rico"
2020-01-10T08:38:31.698Z,54.1,2.5,"86km E of Akutan, Alaska"
2020-01-10T08:14:21.440Z,12,3.3,"2km NNW of Indios, Puerto Rico"
2020-01-10T08:13:59.190Z,2.02,0.32,"7km WNW of The Geysers, CA"
2020-01-10T08:13:53.190Z,34.83,2.03,"2km W of Pahala, Hawaii"
2020-01-10T08:13:47.820Z,14,1.66,"2km WSW of Indios, Puerto Rico"
2020-01-10T08:11:58.750Z,34.68,2.03,"6km SSE of Pahala, Hawaii"
2020-01-10T08:11:08.390Z,6.67,0.1,"13km E of Mammoth Lakes, CA"
2020-01-10T08:05:28.304Z,9.85,4.6,"8km SSE of Tallaboa, Puerto Rico"
2020-01-10T07:54:59.890Z,1,1.64,"25km E of Little Lake, CA"
2020-01-10T07:50:31.750Z,15,2.38,"1km ENE of Lluveras, Puerto Rico"
2020-01-10T07:39:42.671Z,54.4,2.2,"42km NE of Talkeetna, Alaska"
2020-01-10T07:34:45.410Z,6,2.06,"7km SE of Tallaboa, Puerto Rico"
2020-01-10T07:22:58.590Z,8.91,0.88,"13km SW of Toms Place, CA"
2020-01-10T07:22:33.020Z,1.73,0.65,"5km ENE of Chester, CA"
2020-01-10T07:21:50.030Z,0.91,-0.66,"51km SSW of Redoubt Volcano, Alaska"
2020-01-10T07:12:32.781Z,43.1,1.5,"15km NNE of Fishhook, Alaska"
2020-01-10T07:11:55.710Z,2.07,1.07,"8km NW of The Geysers, CA"
2020-01-10T07:06:26.190Z,8.24,1.87,"5km SE of Tres Pinos, CA"
2020-01-10T07:06:25.762Z,0,2,"67km SSE of Old Iliamna, Alaska"
2020-01-10T06:55:50.510Z,2.41,0.61,"11km WSW of Anza, CA"
2020-01-10T06:53:22.690Z,11.84,1.65,"3km SE of Lake Henshaw, CA"
2020-01-10T06:48:34.370Z,10.07,1.14,"14km SW of Searles Valley, CA"
2020-01-10T06:39:32.850Z,10,2.74,"4km SSE of Guanica, Puerto Rico"
2020-01-10T06:37:11.800Z,66.3,2.3,"117km SW of Anchor Point, Alaska"
2020-01-10T06:20:46.730Z,15.91,0.76,"3km SSE of Cabazon, CA"
2020-01-10T06:09:06.330Z,2.17,2.15,"23km NNW of Searles Valley, CA"
2020-01-10T06:06:46.770Z,11,2.58,"5km S of Guanica, Puerto Rico"
2020-01-10T06:03:52.842Z,0,0.8,"31km SSW of Caliente, Nevada"
2020-01-10T05:59:51.650Z,14,2.25,"3km SSE of Magas Arriba, Puerto Rico"
2020-01-10T05:56:36.660Z,4.65,1.05,"15km SW of Searles Valley, CA"
2020-01-10T05:53:57.240Z,1.62,0.54,"5km NW of The Geysers, CA"
2020-01-10T05:53:03.810Z,4.87,0.51,"13km WNW of Anza, CA"
2020-01-10T05:50:38.953Z,84.6,2.3,"46km SW of Cantwell, Alaska"
2020-01-10T05:33:49.230Z,4.89,1.61,"11km SSW of Searles Valley, CA"
2020-01-10T05:30:42.780Z,4.33,1.91,"13km NE of Coso Junction, CA"
2020-01-10T05:25:57.280Z,2.11,0.32,"10km NE of Aguanga, CA"
2020-01-10T05:13:42.020Z,10,2.33,"5km SSW of Indios, Puerto Rico"
2020-01-10T05:09:58.620Z,12,2.05,"4km SSW of Tallaboa, Puerto Rico"
2020-01-10T05:01:40.810Z,8.66,0.99,"14km SW of Toms Place, CA"
2020-01-10T05:00:16.711Z,10.2,1.9,"83km NE of Kodiak, Alaska"
2020-01-10T04:51:31.680Z,6.51,1.04,"13km ENE of Ridgecrest, CA"
2020-01-10T04:50:40.488Z,146.45,4.6,"52km SSE of Belen, Argentina"
2020-01-10T04:50:33.341Z,10,4.3,"Chukotskiy Avtonomnyy Okrug, Russia"
2020-01-10T04:49:33.350Z,7,2.91,"9km SSE of Tallaboa, Puerto Rico"
2020-01-10T04:46:51.921Z,4.5,0.8,"14km NNW of Beatty, Nevada"
2020-01-10T04:45:32.230Z,9.29,0.66,"22km WNW of Searles Valley, CA"
2020-01-10T04:43:19.050Z,7.88,1.09,"15km S of Searles Valley, CA"
2020-01-10T04:40:14.060Z,7.2,2.16,"23km NNE of Okeene, Oklahoma"
2020-01-10T04:31:30.362Z,31.7,1.8,"50km NNW of Valdez, Alaska"
2020-01-10T04:28:42.070Z,8,2.62,"5km S of Guanica, Puerto Rico"
2020-01-10T04:27:32.710Z,0.88,0.4,"2km NNW of The Geysers, CA"
2020-01-10T04:20:34.185Z,0,2.1,"21km NNW of Cantwell, Alaska"
2020-01-10T04:19:34.800Z,34.05,3.03,"7km ENE of Pahala, Hawaii"
2020-01-10T04:17:44.620Z,3.25,0.84,"7km NNW of Julian, CA"
2020-01-10T04:17:44.390Z,17.35,0.93,"5km ESE of Calimesa, CA"
2020-01-10T04:12:12.551Z,5.4,0.1,"44km E of Beatty, Nevada"
2020-01-10T04:11:47.750Z,2.13,0.64,"11km NE of Aguanga, CA"
2020-01-10T04:07:07.800Z,8,2.41,"3km S of Guanica, Puerto Rico"
2020-01-10T04:04:41.340Z,6.82,1.02,"26km NE of Johannesburg, CA"
2020-01-10T04:03:29.520Z,2.28,0.88,"10km NE of Aguanga, CA"
2020-01-10T04:02:46.470Z,2.07,1.23,"10km NE of Aguanga, CA"
2020-01-10T04:00:31.309Z,72.5,1.8,"44km WNW of Talkeetna, Alaska"
2020-01-10T03:58:06.970Z,1.55,0.91,"7km NW of The Geysers, CA"
2020-01-10T03:56:45.050Z,10,2.69,"3km NNW of Guayanilla, Puerto Rico"
2020-01-10T03:52:19.653Z,10,2.4,"258km W of Sitka, Alaska"
2020-01-10T03:51:47.370Z,14,2.55,"3km SSE of Magas Arriba, Puerto Rico"
2020-01-10T03:51:21.610Z,0.64,1.79,"23km SSW of Willits, CA"
2020-01-10T03:32:22.830Z,11,2.44,"6km SSW of Indios, Puerto Rico"
2020-01-10T03:15:03.790Z,3.24,1.35,"10km NE of Coso Junction, CA"
2020-01-10T03:10:30.438Z,9.8,0.5,"1km SE of Golden Valley, Nevada"
2020-01-10T03:05:50.633Z,22.1,1.4,"20km ESE of Glennallen, Alaska"
2020-01-10T03:04:01.010Z,8,3.22,"1km ESE of Yauco, Puerto Rico"
2020-01-10T03:02:25.430Z,11,1.75,"2km WSW of Indios, Puerto Rico"
2020-01-10T02:57:22.700Z,14,1.99,"1km ESE of Magas Arriba, Puerto Rico"
2020-01-10T02:42:04.050Z,2.05,0.56,"7km W of Cobb, CA"
2020-01-10T02:38:24.200Z,6.88,1.2,"22km N of Ridgecrest, CA"
2020-01-10T02:36:08.280Z,5.98,1.31,"23km N of Ridgecrest, CA"
2020-01-10T02:14:52.630Z,14.73,0.94,"7km E of Valle Vista, CA"
2020-01-10T02:11:51.860Z,5,3.99,"6km SSW of Ponce, Puerto Rico"
2020-01-10T02:06:41.420Z,2.93,0.56,"7km WNW of The Geysers, CA"
2020-01-10T02:06:39.440Z,11,1.62,"9km S of Indios, Puerto Rico"
2020-01-10T02:06:07.780Z,34.61,2.73,"5km NE of Pahala, Hawaii"
2020-01-10T02:06:01.900Z,4.14,0.29,"8km NE of Aguanga, CA"
2020-01-10T02:02:31.440Z,4.01,1.12,"15km SW of Searles Valley, CA"
2020-01-10T02:00:47.020Z,5.63,0.38,"8km E of Mammoth Lakes, CA"
2020-01-10T01:59:25.420Z,8,2.04,"7km SSE of Indios, Puerto Rico"
2020-01-10T01:58:53.650Z,8.16,1.1,"10km S of Idyllwild, CA"
2020-01-10T01:57:27.220Z,7,2.87,"10km SSW of Ponce, Puerto Rico"
2020-01-10T01:55:13.743Z,20,2.9,"35km N of Valdez, Alaska"
2020-01-10T01:54:47.050Z,5,2.2,"12km SSE of Indios, Puerto Rico"
2020-01-10T01:47:52.100Z,10.51,0.94,"17km WSW of Johannesburg, CA"
2020-01-10T01:47:04.277Z,36.3,1.7,"18km NNW of Anchorage, Alaska"
2020-01-10T01:40:35.300Z,0.63,-0.86,"98km SE of King Salmon, Alaska"
2020-01-10T01:36:51.857Z,41.9,2.4,"16km E of Y, Alaska"
2020-01-10T01:36:51.760Z,1.75,1.77,"7km WNW of The Geysers, CA"
2020-01-10T01:30:15.550Z,4.13,-0.49,"99km ESE of King Salmon, Alaska"
2020-01-10T01:28:57.140Z,5.12,0.78,"15km SSW of Searles Valley, CA"
2020-01-10T01:27:31.840Z,9,2.64,"7km SE of Guanica, Puerto Rico"
2020-01-10T01:25:25.430Z,4.48,0.82,"14km SSW of Searles Valley, CA"
2020-01-10T01:20:22.196Z,2.3,2.3,"93km WNW of Cantwell, Alaska"
2020-01-10T01:16:20.421Z,5.3,-0.1,"44km E of Beatty, Nevada"
2020-01-10T01:15:23.971Z,12.8,0.2,"2km W of Sun Valley, Nevada"
2020-01-10T01:11:32.840Z,27,1.79,"10km SSE of Guanica, Puerto Rico"
2020-01-10T01:10:26.790Z,2.92,1.46,"10km ENE of Coso Junction, CA"
2020-01-10T01:07:14.842Z,12.9,1.4,"6km SSW of Talkeetna, Alaska"
2020-01-10T01:05:51.032Z,10,2.5,"26km E of Nelson, Canada"
2020-01-10T01:05:37.389Z,10,5.3,"34km SW of `Ohonua, Tonga"
2020-01-10T00:58:24.330Z,6.1,1.5,"52km N of Juneau, Alaska"
2020-01-10T00:50:40.050Z,2.25,0.54,"11km NE of Aguanga, CA"
2020-01-10T00:49:34.400Z,10,2.2,"2km SSW of Guanica, Puerto Rico"
2020-01-10T00:46:19.820Z,16,2.29,"2km SSE of Guayanilla, Puerto Rico"
2020-01-10T00:41:57.600Z,3.16,1.51,"7km NW of The Geysers, CA"
2020-01-10T00:39:29.814Z,10,4.9,"114km E of `Ohonua, Tonga"
2020-01-10T00:38:30.323Z,10.5,2.6,"36km NW of Valdez, Alaska"
2020-01-10T00:37:32.880Z,2.43,0.33,"11km NE of Aguanga, CA"
2020-01-10T00:36:30.690Z,7.39,1.1,"12km WSW of Searles Valley, CA"
2020-01-10T00:23:47.360Z,9.23,0.93,"15km W of Searles Valley, CA"
2020-01-10T00:23:17.590Z,4,2.61,"9km SSE of Tallaboa, Puerto Rico"
2020-01-10T00:14:10.263Z,28,1.4,"5km SSW of Sterling, Alaska"
2020-01-10T00:13:11.830Z,78.47,5.2,"83km NW of Tobelo, Indonesia"
2020-01-10T00:07:03.203Z,12.1,1.6,"19km E of Healy, Alaska"
2020-01-10T00:03:29.840Z,7.36,1.66,"17km E of Ridgecrest, CA"
2020-01-10T00:03:05.670Z,8.99,0.88,"15km E of Little Lake, CA"
2020-01-10T00:02:04.440Z,9.73,0.69,"16km SSE of Big Bear Lake, CA"
2020-01-10T00:01:44.720Z,8.48,-0.65,"13km NNE of Polson, Montana"
2020-01-09T23:54:23.420Z,9.13,0.73,"15km ESE of Little Lake, CA"
2020-01-09T23:53:25.750Z,2.7,0.89,"8km NNW of Julian, CA"
2020-01-09T23:49:18.430Z,1.58,0.8,"8km NW of The Geysers, CA"
2020-01-09T23:46:29.610Z,4.96,1.61,"2km E of Avila Beach, CA"
2020-01-09T23:39:51.550Z,12,3.3,"4km SSE of Guanica, Puerto Rico"
2020-01-09T23:36:21.600Z,10.05,0.65,"4km NNW of The Geysers, CA"
2020-01-09T23:20:35.580Z,11,2.75,"2km SW of Tallaboa, Puerto Rico"
2020-01-09T23:03:24.080Z,12,2.21,"8km SSE of Maria Antonia, Puerto Rico"
2020-01-09T22:59:02.710Z,0.25,1,"1km NNW of The Geysers, CA"
2020-01-09T22:55:30.170Z,2.54,0.42,"6km NW of The Geysers, CA"
2020-01-09T22:52:54.248Z,96.67,4.4,"15km SE of Curico, Chile"
2020-01-09T22:47:44.246Z,145.4,2.6,"77km SSW of Redoubt Volcano, Alaska"
2020-01-09T22:46:30.650Z,16,2.48,"1km NNE of Indios, Puerto Rico"
2020-01-09T22:43:40.070Z,0.66,2.16,"19km SE of Anderson, CA"
2020-01-09T22:41:47.730Z,15,2.04,"1km S of Indios, Puerto Rico"
2020-01-09T22:34:01.520Z,16,1.9,"2km ESE of Magas Arriba, Puerto Rico"
2020-01-09T22:22:09.020Z,14,2.33,"7km SE of Maria Antonia, Puerto Rico"
2020-01-09T22:19:07.320Z,2.19,1.88,"22km ENE of Honaunau-Napoopoo, Hawaii"
2020-01-09T22:12:38.790Z,2.44,0.68,"11km NE of Aguanga, CA"
2020-01-09T22:09:47.900Z,13,2.2,"4km S of Indios, Puerto Rico"
2020-01-09T22:09:00.610Z,9.65,1.05,"18km WNW of Searles Valley, CA"
2020-01-09T22:03:38.520Z,7,1.78,"11km SSE of Indios, Puerto Rico"
2020-01-09T21:57:58.280Z,1.71,1.67,"10km NE of Aguanga, CA"
2020-01-09T21:31:21.560Z,9.05,0.65,"17km ESE of Little Lake, CA"
2020-01-09T21:25:16.184Z,3.7,2,"97km WNW of Talkeetna, Alaska"
2020-01-09T21:23:03.510Z,16,2.16,"1km WNW of Palomas, Puerto Rico"
2020-01-09T21:09:27.990Z,10.67,0.03,"47km ENE of Adak, Alaska"
2020-01-09T21:02:55.070Z,3.64,0.67,"19km ESE of Little Lake, CA"
2020-01-09T21:01:13.920Z,6,2.54,"11km SSE of Indios, Puerto Rico"
2020-01-09T20:43:33.770Z,7.55,1.68,"14km SW of Searles Valley, CA"
2020-01-09T20:41:25.880Z,4.95,0.02,"4km WSW of Anza, CA"
2020-01-09T20:40:19.510Z,6,2.61,"3km WSW of Tallaboa, Puerto Rico"
2020-01-09T20:36:41.820Z,7.6,0.86,"18km W of Searles Valley, CA"
2020-01-09T20:30:52.200Z,14,1.47,"6km SSE of Indios, Puerto Rico"
2020-01-09T20:27:48.970Z,8,2.91,"4km SE of Guanica, Puerto Rico"
2020-01-09T20:24:03.880Z,6.79,0.7,"23km N of Ridgecrest, CA"
2020-01-09T20:20:43.820Z,4,3.05,"5km SSE of Tallaboa, Puerto Rico"
2020-01-09T20:16:11.640Z,14,2.3,"7km SSE of Indios, Puerto Rico"
2020-01-09T20:11:23.130Z,5,3.8,"8km SSE of Tallaboa, Puerto Rico"
2020-01-09T20:08:28.920Z,15.2,1,"4km W of Calimesa, CA"
